"id","text","level1","level2","level3","level4"
"id10","Regarde le sol , mon ami . L' herbe est verte ici . C' est ici que les fleurs éclosent . Elles sentent si bon ! C' est ici que le riz et le blé poussent . C' est ici que les pommes de terre et les patates douces poussent . Le sol est l' endroit où la guêpe construit son nid . L' hirondelle fait aussi son nid à partir du sol . Elle transporte de la terre dans son bec . Le crocodile y dépose ses œufs . Et le caméléon donne naissance à ses petits . Regarde , mon ami . C' est aussi où les chevaux et les éléphants vivent . C' est où le jour se lève . Le sol est l' endroit où nous dansons et jouons . Le sol est notre vie .",1,0,0,0
"id11","Sanje , Sita et leur chien , Ruffles , sont des collecteurs de graines qui adorent s' amuser comme des petits fous . Ils fouillent la terre à la recherche de graines ou de bulbes à replanter . Après l' école , ils parcourent le bord des rivières , sillonnent les vallées et escaladent les collines , en quête de nouvelles variétés de graines . — Viens , Ruffles ! crie Sanje . Viens renifler par ici . Tu vas peut - être faire des découvertes . — J' ai trouvé une nouvelle graine ! s' exclame Sita . Vent , pluie ou soleil , ils poursuivent leur quête par tous les temps . Ils cherchent des fruits , trouvent des arbres et s' y intéressent de très près . Des arbres sous lesquels ils peuvent s' abriter des vents puissants ou du soleil brûlant . Des arbres comme moi , le tamarinier magique ! — Que se passe -t -il , Ruffles ? interroge Sita . — Tu as repéré quelque chose ? demande Sanje . Sita cueille des fruits sur mes branches . Ruffles joue papillon . avec   un   Sanje goûte les fruits que je porte . — Délicieux ! Les fruits de cet arbre sont succulents , indique Sita . Ce sont les meilleurs que nous n' ayons jamais trouvés , ajoute Sanje . — Ouaf ! confirme Ruffles . J' ai fait pousser les pommes et les bananes exprès pour eux . Sanje , Sita et Ruffles m' adorent , moi , le tamarinier magique . Ils me serrent souvent dans leurs bras . Leur amour pour moi me permet de produire des fruits encore meilleurs ! — Nous pourrions récolter les graines de cet arbre , et faire pousser un nouvel arbre , suggère Sita . — Excellente idée , s' écrie Sanje . Nous obtiendrons ainsi plein de fruits différents . — Ouaf , acquiesce Ruffles . Ils me rendent souvent visite et prennent leur déjeuner sous mes branches . À chaque fois qu' ils viennent , je fais pousser quelque chose de nouveau pour eux . du temps , leur collection de graines engendre de nouvelles plantes et de nouveaux arbres . Des arbres comme moi , le tamarinier magique !",1,0,0,0
"id12","Certains félins ont des rayures . Le tigre , par exemple ! Certains félins ont des crinières . Le lion , par exemple ! Certains félins ont des tâches . Le léopard et le chat-léopard , par exemple ! Certains félins sont d' excellents grimpeurs . La panthère nébuleuse et le chat marbré , par exemple ! Certains félins vivent tout en haut des montagnes . Le léopard des neiges et le chat de Pallas , par exemple ! Certains félins vivent dans le désert . Le chat sauvage d' Afrique , par exemple ! Certains félins ont des touffes de poil au bout des oreilles . Le caracal et le lynx , par exemple ! Certains félins aiment pêcher . Le chat pêcheur , par exemple ! Certains félins sont parmi les plus petits représentants de leur espèce . Le chat tacheté de rouille , par exemple ! Certains félins ressemblent à des chats domestiques . Le chat de la jungle et le chat doré d' Asie , par exemple ! Mais ce sont tous des animaux sauvages !",1,0,0,0
"id13","Petite souris adore jouer dehors . Tous les jours , elle saute , court , grimpe et découvre . Lundi , Petite souris veut jouer à la marelle . Mais lorsqu' elle arrive au parc , elle ne trouve aucun ami pour jouer . « J' ai une idée ! » pense - t - elle . « Et si j' invitais mon ami Chèvre ? » . Chèvre , lui , n' est pas comme Petite souris . Il préfère la solitude , le calme de l' eau et les longues siestes . Petite souris arrive chez Chèvre et frappe à sa porte . Toc toc ! « Bonjour mon ami Chèvre ! » s' exclame Petite souris . « Viens jouer avec moi ! » . Non , non ! » répond Chèvre . « Je suis fatigué . -moi tranquille , je reste au lit ! » . Allez , Chèvre » insiste Petite souris . « Oublie ta sieste ! Viens jouer au parc , ce sera plus amusant ! » . Finalement , Chèvre accepte de suivre Petite souris au parc . « D' accord , je veux bien jouer avec toi ... » soupire Chèvre . Petite souris et Chèvre jouent ensemble tout l' après - midi . Chèvre s' amuse tellement qu' il en oublie son lit ! « La prochaine fois » , pense - t - il , « je me jetterai du lit pour jouer avec Petite souris ! » .",1,0,0,0
"id14","À qui appartient cette voix ? Cot Cot Cot À qui appartient cette voix ? C' est la voix du poulet . Coin Coin Coin À qui appartient cette voix ? C' est la voix du canard . Meuh Meuh Meuh À qui appartient cette voix ? C' est la voix de la vache . Hii Hii Hii À qui appartient cette voix ? C' est la voix du cheval . Tokay À qui appartient cette voix ? C' est la voix du gecko . Et la voix du mouton ? Bê Bê Bê   . Leur voix est belle .",1,0,0,0
"id15","Quelle bonne odeur ! Quelle bonne odeur ! D' où peut - elle bien provenir ? Pas de là . Ça , c' est la délicate odeur des fleurs . Pas de là non plus . Ça , c' est la mauvaise odeur de la bouse de vache ! Pouah ! Et ça , c' est l' épouvantable odeur de mes chaussettes sales . Ça , c' est la délicieuse odeur des beignets tout chauds ! Ah , cette odeur alléchante vient des beignets au sirop de ce nouveau marchand de confiseries . Cher lecteur , sais - tu que l' intérieur de notre nez est tapissé de millions de cellules ? Ces cellules nous permettent de sentir les choses . Grâce à elles , nous savons si une odeur est bonne ou mauvaise . L' odeur nous permet de deviner quel goût auront les aliments . L' odeur plus ou moins forte nous permet également de savoir si l' aliment est situé près ou loin de nous . L' odorat est plus développé chez les animaux que chez les êtres humains . Qu' est -ce qui permet aux fourmis de savoir qu' on a fait tomber des miettes de gâteaux par terre ? Facile . C' est leur odorat . -tu pourquoi nous prenons une grande inspiration lorsque nous passons devant un jardin plein de fleurs ? Et pourquoi nous nous couvrons le nez lorsque nous passons devant un tas d' ordures ? Parce que quelque chose nous dit de le faire . Et ce quelque chose , c' est notre formidable odorat .",1,0,0,0
"id16","Jeetu joue avec ses amis . C’ est au tour de Jeetu de compter jusqu’ à cent . Jeetu a commencé à compter . Viju se cache derrière un arbre . Raju se cache près de la voiture . Suman se cache derrière une porte . Aman se cache sous un panier . Biju se cache dans un tonneau . Oh , non ! Jeetu s ’ est arrêté . Quel nombre vient après 39 ?",1,0,0,0
"id17","Trop petit ou trop grand ? Faudrait savoir ! me prêtes ton vélo , Didi ? — Non , tu es trop petit pour faire du vélo . — Tu peux actionner la pompe à eau pour moi , Didi ? — Non , tu es assez grand pour le faire tout seul ! — Je peux t' aider à couper les légumes , Maman ? — Non , tu es trop petit pour utiliser un couteau . — Tu peux m' aider à manger , Maman ? — Non , tu es assez grand pour manger tout seul . — Je peux t' aider à repeindre le mur , Papa ? — Non , tu es trop petit pour peindre un mur . — Tu peux m' aider à mettre mes chaussures , Maman ? — Non , tu es assez grand pour les mettre tout seul . — Je n' y comprends rien . Je suis trop petit ou trop grand ? Un jour , j' ai retrouvé la boucle d' oreilles de Maman sous son lit . — Oh , je la cherchais depuis si longtemps ! Toute ma famille m' a félicité . — Qu' est -ce que tu as grandi ! Mais je n' y comprends toujours rien ...   .",1,0,0,0
"id18","Alwalkeria   . Barapasaurus   . Lamplughsaura   . Rajasaurus   . Bruhathkayosaurus   . Jabbalpuria   . Indosaurus   . Isisaurus   . Kotasaurus   . Dryptosauroides   . Titanosaurus   . Qui est le plus grand d' entre - eux ? Où ces dinosaures vivaient - ils ?",1,0,0,0
"id19","Aujourd'hui , Nin va à l' école pour la première fois . Mais elle ne sait pas mettre son uniforme toute seule ! Elle court demander de l' aide à sa maman . — Maman , peux -tu m' aider à mettre mon uniforme ? demande Nin . — Oui , lorsque j' aurai terminé de faire la cuisine , répond Maman . Nin se précipite dehors pour trouver quelqu' un d' autre qui pourrait l' aider . — Papa , peux -tu m' aider à mettre mon uniforme ? demande Nin . — Oui , lorsque j' aurai terminé de nourrir les canards , répond Papa . — Papy , peux -tu m' aider à mettre mon uniforme ? demande Nin . — Oui , lorsque j' aurai mené le bétail aux champs , répond Papy . — Mamie , peux -tu m' aider à mettre mon uniforme ? demande Nin . — Oui , lorsque j' aurai terminé de balayer les feuilles , répond Mamie . — Lah , peux -tu m' aider à mettre mon uniforme ? demande Nin . — Oui , lorsque j' aurai terminé de puiser l' eau du puits , répond le frère de Nin . « Personne ne peut m' aider , » se lamente Nin . « Ils sont tous débordés ! »   . Nin décide donc de mettre son uniforme toute seule . Mais d' abord , elle le met à l' envers . Puis , elle met le derrière devant ! Elle décide ensuite de mettre ses chaussures toute seule . Nin se regarde dans le miroir . Oh , non ! Elle a mis son uniforme à l' envers ! Toute la famille éclate de rire . — Viens , je vais t' aider , dit Maman . — Nous allons t' aider aussi , proposent Lah et Papa . Nin est enfin prête pour aller à l' école . Passe une excellente première journée à l' école , Nin !",1,0,0,0
"id20","Rage de dents royale Le lion était le roi de la jungle . Tout le monde tremblait de peur et d' effroi lorsqu' il rugissait . Il souffrait d' une terrible rage de dents depuis deux jours . — Maharaj , il faut vous faire arracher cette dent , suggéra le singe , qui était le médecin de la jungle . — D' accord , répondit le lion . Mais qui oserait arracher une dent à un lion ? Tous les animaux avaient très peur de lui . — Maharaj , je vais vous décocher une ruade en plein dans la mâchoire , proposa bêtement l' âne . Cela fera tomber votre dent . — Quoi ? Tu oserais frapper le roi ? rugit le lion enragé . L' âne prit ses jambes à son cou et décampa , la queue entre les jambes . L' éléphant , le guépard , l' ours et le cerf étaient très inquiets . Qui oserait glisser sa patte dans la gueule d' un lion ? Au bout de deux jours , la douleur était devenue insupportable . — Puis - je jeter un œil ? demanda une souris un soir , tandis que le lion était seul . — Oui , bien sûr , répondit le lion en ouvrant sa gueule en grand . — Oh , mais il y a plein de saletés coincées entre vos dents , indiqua la souris en examinant l' intérieur de la gueule . Elle entreprit alors de nettoyer les dents du lion avec ses petites dents aiguisées . Le lion se sentit tout de suite beaucoup mieux . — Maharaj , il faut vous laver les dents tous les jours , ordonna la petite souris intelligente , sinon , elles vont pourrir . — Oui , vous avez raison , répondit le lion . Mais , par pitié , ne dites pas aux autres animaux que je ne me lave pas les dents , sinon , ils vont penser que leur roi est crado . — D' accord , répondit la souris en éclatant de rire . Le lion éclata de rire aussi .",1,0,0,0
"id21","Mes amis Mon nom est Simon . J' ai quatre amis . Leurs noms sont Zizo , Lili , Sisa et Ayanda . Mon amie Zizo aime jouer au football . Mon amie Lili aime nager . Mon ami Sisa aime jouer à cache-cache . Mon amie Ayanda aime lire . J' aime faire ce qu' ils aiment faire . Je joue au football avec Zizo . Je nage avec Lili . Je joue à cache-cache avec Sisa . Viens , mon ami , qu' est -ce que tu aimes faire ? Viens jouer au football avec nous . Viens , nage avec nous . Viens , joue à cachecache avec nous . Viens lire avec nous !",1,0,0,0
"id22","J' aime jouer avec mon ami Chuma . Nous sommes de très bons amis . Quand l' un de nous sort , l' autre vient aussi . Un jour , ma grandmère m' a envoyé acheter du sel et de l' huile au magasin . J' y suis allé avec Chuma . Sur le chemin , nous avons vu nos amis jouer au football . Football ! "" Je voulais jouer aussi . J' ai dit à Chuma : "" Demandons si nous pouvons jouer avec eux . J' aime beaucoup jouer au football . ""   . Chuma a répondu : "" Allons d' abord au magasin puis revenons jouer . ""   . Mais je lui dis : "" Jouons d' abord ! -mère ne nous laissera pas revenir . ""   . Nous avons alors rejoint nos amis . J' étais le gardien de but . La cage était délimitée par deux grosses pierres de chaque côté . C' était dur d' attraper le ballon . Mais mes amis n' ont pas réussi à mettre un but ! Nous avons joué jusqu' à ce que le terrain soit plein de sable . Ensuite , nous sommes allés au magasin . Mais l' argent de grandmère n' était plus là . J' ai commencé à pleurer . Chuma a crié : "" Arrête de pleurer . Tu voulais jouer d' abord . ""   . Nous sommes retournés à la maison sans sel ni huile . Nous étions vraiment sales et inquiets . -mère était agacée quand nous sommes rentrés . La première question qu' elle a posé était : "" Où étiez -vous tout ce temps - là ? ""   . Nous avons dû lui dire la vérité . Elle nous pardonna mais nous avertit : "" N' allez plus jamais jouer sans permission . ""   . Nous sommes allés nourrir les canards . Plus tard , nous sommes allés nous laver .",1,0,0,0
"id23","Le roti est un cercle . Le pain pakoda est un triangle . Le Barfi est un carré . Le Chakli est une spirale . Le Vada est un rond . Le Patishapta est un cylindre . Patishapta est un plat sucré bengali à base de farine raffinée , de noix de coco et de jaggery . Le Pomfret est un hexagone , quand il est coupé au milieu . Le Dosa est un cône quand le bout est plié . Le Halwa n' a pas de forme . Il prend la forme que vous lui donnez . Ils s' assemblent et deviennent un monstre alimentaire . Je poursuis le monstre alimentaire autour de l' assiette . Et le mange en mâchant , en croquant , un craquement , et un smack !",1,0,0,0
"id24","Il y avait une jungle compacte . Un groupe d' amis y est venu ...   . et s' est beaucoup amusé ! Ensemble , ils ont joué à colinmaillard ...   . et ils ont eu faim après cela . Ils ont coupé des pommes , du chou , des carottes et des tomates et ils ont fait une bonne salade .",1,0,0,0
"id25","Le petit éléphant s' appelait Golu . Il était rond comme un tambour . Le petit lapin s' appelait Chhotu . Il ressemblait à une boule de coton . Ils jouaient ensemble . Un jour , Golu dit , : "" Jouons à un nouveau jeu aujourd'hui "" . Assieds Je vais atterrir sur ton dos en un saut périlleux "" , dit Chhotu . Golu s' assit . Chhotu s' élança dans un saut majestueux . Il atterrit sur le dos de Golu . "" rit Golu , puis il dit : "" A mon tour maintenant . Assieds -toi , je vais sauter sur ton dos . ""   . "" "" Oui , moi . "" "" Mais comment vas -tu faire ? "" demanda Chhotu . "" Comme ça ! "" Golu lui montra . Ponk ... ponk ... ponk .. Une pluie de noix de coco s' écroula sur la tête de Golu . Il s' enfuit sur ses grosses jambes , effrayé . Une petite noix de coco tomba sur Chhotu . "" Ouf "" , pensa Chhotu , "" Mieux vaut recevoir une noix de coco qu' un éléphant sur la tête ! ""   .",1,0,0,0
"id26","Je ne sais pas tricoter . Les chats ne savent pas écrire . Les poissons ne savent pas faire de clins d' œil . Les cochons ne savent pas voler . Les chiens ne savent pas danser . Les fourmis ne savent pas lire . Les corbeaux ne savent pas chanter . Les singes ne savent pas cuisiner . Mais ils savent se balancer ! Les corbeaux savent croasser . Les fourmis savent mordre . Les chiens savent aboyer .",1,0,0,0
"id27","Voici Ndalo . Ndalo aime lire des livres . Voici Pendo . Pendo aime manger des carottes . Après l' école , Ndalo emmène Pendo manger de l' herbe . Il lui donne de l' eau fraîche . Le papa de Ndalo donne du grain à Pendo . Il trait Pendo tous les jours . Pendo donne beaucoup de lait . Le papa de Ndalo vend le lait de Pendo . Ndalo boit du lait frais tous les jours . Merci , Pendo ! »   .",1,0,0,0
"id28","Le lion a organisé une fête , et a invité toutes les bêtes . La souris est venue , l' ours est arrivé . Ils ont mangé la nourriture et ils ont joué . L' écureuil a chanté . Le paon a dansé . Mais l’ éléphant était malheureux . Car il n' était pas invité avec eux . Le singe eut une idée . Le lion a dit : « Je suis désolé . L' éléphant a dit : « Tu ne dois pas t' inquiéter .",1,0,0,0
"id29","Scratch ! Scratch ! Scratch ! Chaque jour , après l' école , Manu joue à la marelle . Elle saute et compte . 1 , 2 , 3 . 4 , 5 , 6 . 7 , 8 , 9 , 10 . Mais aujourd'hui , ça la pique et ça la gratte sur le ventre . Elle saute et compte . 1 , 2 , 3 . SCRATCH ! SCRATCH ! 4 , 5 , 6 . SCRATCH ! SCRATCH ! 7 , 8 , 9 , 10 . SCRATCH ! SCRATCH ! SCRATCH ! Elle découvre des petits boutons qui la démangent . 1 , 2 , 3 . Sur le ventre ! 4 , 5 , 6 . Sur les bras ! 7 , 8 , 9 , 10 . Dans le dos ! Elle a des boutons qui la démangent partout ! as la varicelle , lui dit sa maman . Tu ne peux pas aller à l' école . Manu se laisse tomber sur son lit et se met à se gratter . SCRATCH ! SCRATCH ! SCRATCH ! SCRATCH ! SCRATCH ! SCRATCH ! — Ne te gratte pas , dit sa maman . Mais Manu a encore plus envie de se gratter après ça . Lorsque sa maman et son papa ne regardent pas ... SCRATCH ! Après le petit-déjeuner . SCRATCH ! SCRATCH ! — Ne te gratte pas ! crient sa maman et son papa . Mais lorsqu' elle est allongée sur son lit , elle recommence à se gratter . SCRATCH ! SCRATCH ! SCRATCH ! SCRATCH ! SCRATCH ! SCRATCH ! Manu fait tout son possible pour ne pas se SCRATCH ! SCRATCHER ! Elle joue au jeu de l' oie . Elle imagine plein d' histoires . Elle oublie de se SCRATCH ! SCRATCHER ! Peu à peu , les boutons disparaissent . Manu compte à l' envers . 10 , 9 , 8 , 7 , 6 , 5 , 4 , 3 , 2 , 1 . Et puis , un jour , Manu soulève sa chemise et tous les boutons qui démangent ont ... DISPARU ! Manu peut à nouveau jouer à la marelle . Elle saute et compte . 1 , 2 , 3 . 4 , 5 , 6 . 7 , 8 , 9 , 10 .",1,0,0,0
"id30","Je peux courir avec lui . Je peux sauter avec lui . Je peux danser avec lui . Je peux nager avec lui . Je peux sauter avec lui . Je peux lancer avec lui . Je peux fuir avec lui .",1,0,0,0
"id31","Voici le vendeur de ballons . Il a tellement de ballons colorés . Chiku vient en courant vers lui . Elle prend avec plaisir un ballon jaune . Miku , Bhiku , Binu l' appellent . Oh monsieur le vendeur de ballons , attends ! Attends !",1,0,0,0
"id32","Un écureuil saute ici et là . L' écureuil s' en va ici et là . L' écureuil grimpe sur l' arbre . L' écureuil se balance sur la branche . L' écureuil va sur le toit . L' écureuil vient au jardin .",1,0,0,0
"id33","Voici un gros roi . Le gros roi a un chien maigre . Le gros roi et son chien maigre partent faire une promenade . Le chien voit un oiseau . Le chien court après l' oiseau . Le roi court après son chien . Ils courent encore et encore . Ils courent sans s' arrêter pendant plusieurs jours .",1,0,0,0
"id34","Le bébé éléphant apprend à boire de l' eau . Un bébé éléphant marchait dans la jungle . Marcher lui donna soif . Il a atteint une rivière tout seul . Après y être arrivé , il s' est dit : « Comment puis - je boire l' eau ? D' abord , il a trempé ses oreilles dans l' eau de la rivière . Mais il ne réussissait pas à boire l' eau . Puis , il a plongé sa queue dans l' eau . Même ainsi , il ne réussissait pas à boire l' eau . Puis sa mère est arrivée ... La mère s' est lentement approchée du bébé éléphant . La mère a trempé la trompe de son bébé dans l' eau ...   .",1,0,0,0
"id35","1 Sauterelle   . 2 Papillons   . 3 Phasmes   . 4 Libellules   . 5 Papillons de nuit   . 6 Punaises rouges   . 7 Bourdons   . 8 Punaises vertes   . 9 Lucioles   . 10 Coccinelles   .",1,0,0,0
"id36","C' est difficile de rester calme . C' est difficile de rester silencieux . C' est difficile d' empêcher de bouger des orteils qui ne font que se tortiller . C' est difficile de garder sur la terre ferme ces petits pieds sautillants . Lorsque les sons autour de nous produisent un rythme joyeux . -cui ! font les moineaux . Ploc , ploc , ploc , fait le robinet . Pschiii ... Pschiii ... Pschiii ... chante la marmite . Scrontch , scrontch , scrontch ... Oh , je connais ce bruit ! — Dis donc , pourquoi te promènes -tu là , loin de tes livres , de tes jouets et de tes petites voitures ? Il n' y a rien à voir ni à écouter , par ici . Je regarde ma maman , l' air étonné . Tous ces cui - cui , floc - floc , pschiii ... Ne voit - elle rien ? N' entend - elle rien ? 11 . Et le scrontch qu' elle produit ? Le monde est plein de sons , qui attendent tous d' être découverts .",1,0,0,0
"id37","Il y avait un gros chat . Le gros chat voulait manger des bonbons . Le gros chat a regardé autour de lui . Le gros chat a vu un homme assis . L' homme a fait des bonbons . Le gros chat s' est caché et a commencé à manger .",1,0,0,0
"id38","Deux amis vivaient ensemble dans la jungle . L' un était une tortue et l' autre un lapin . Ils appréciaient être ensemble , entre amis , quels que soient le temps , la nourriture et les jeux . Un jour , le lapin fit part d' une idée à la tortue . La tortue aima cette idée . Ils décidèrent de faire la course . Après avoir couru pendant un certain temps , le lapin s' arrêta pour se reposer . Il s' endormit . Mais la tortue ne s' est pas arrêtée . Soudain , la tortue vit un lion . Elle était effrayée . Il s' arrêta de courir . Le lapin se réveilla . Il courut à la recherche de son amie . Le lapin vit le lion et sauta pour sauver la tortue . La tortue grimpa sur le dos du lapin Le lapin se mit à courir , sauvant ainsi la vie de la tortue .",1,0,0,0
"id39","Quelles sont les 7 couleurs de l' arc - enciel ? Rouge   3 . Il porte une chemise rouge . Orange   5 . Qu' est -ce qui est orange dans cette image ? Jaune   7 . Qu' est -ce qui est jaune dans cette image ? Vert   9 . Qu' est -ce qui est vert dans cette image ? Bleu   11 . Qu' est -ce qui est bleu dans cette image ? Indigo   13 . Qu' est -ce qui est indigo dans cette image ? Violet   15 . Qu' est -ce qui est violet dans cette image ? Quelles sont les 7 couleurs de l' arc - enciel ?",1,0,0,0
